objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,cosponsor,type,zip,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,nophotoidrequired,noregistrationrequired,restrictedaccessonlymembers,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,incomemaximumforeligibility,deliveryavailable,preparedmeals,groceryitems,fresh_produce,languagesspokenotherthanengl,otherservicesprovideddiaper,otherservicesprovidedbabyf,otherservicesprovidedfinanc,otherservicesprovidedclothi,otherservicesprovided,metro,bus,store_type,frequency_visit,year_round,weekends,open_afterhrs,restrictions,access
60635,Safeway  4002,5727 Burke Centre Pkwy,,Burke,VA,22015,FAIRFAX,6811.1685,100,38.798595,-77.321686,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
61378,Freshfarm Rosslyn Market,1201 Wilson Blvd,,Arlington,VA,22209,ARLINGTON,1523.7686,100,38.89518,-77.070808,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
61693,Glebe Market,300 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,1888.3835,100,38.873833,-77.105202,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
61695,Safeway  4007,3713 Lee Hwy,,Arlington,VA,22207,ARLINGTON,12345.32,100,38.896671,-77.1054,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
61971,Safeway  0005,11120 South Lakes Dr,,Reston,VA,20191,FAIRFAX,6095.6489,100,38.93951,-77.328758,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
62405,Otncp Thursday Farmers & Artisans Market Na,901 N Royal St,,Alexandria,VA,22314,ALEXANDRIA,2862.8296,100,38.813709,-77.041595,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,,,Unknown times,,,
62526,Whole Foods Market 10061,11660 Plaza America Dr,,Reston,VA,20190,FAIRFAX,17446.639,91.715973,38.952045,-77.347588,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
63187,Safeway 1462,5821 Crossroads Center Way,,Falls Church,VA,22041,FAIRFAX,6753.7847,98.99408,38.852482,-77.130188,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
63263,Food Lion 1322,3059 Centreville Rd,,Herndon,VA,20171,FAIRFAX,6252.5723,98.99408,38.922215,-77.417267,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
63813,Safeway  1431,12200 W Ox Rd,,Fairfax,VA,22033,FAIRFAX,19769530,60,38.879673,-77.388077,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
65219,Afghan Market Llc,5715 Edsall Rd,,Alexandria,VA,22304,ALEXANDRIA,4401.0664,100,38.807774,-77.130432,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
66008,Giant Food 232,5870 Kingstowne Blvd,,Alexandria,VA,22315,FAIRFAX,10357.882,98.99408,38.771114,-77.13649,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
66806,Whole Foods Market 10042,2700 Wilson Blvd,,Arlington,VA,22201,ARLINGTON,1236.9257,100,38.88924,-77.090897,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
67677,Whole Foods Market 10049,7511 Leesburg Pike,,Falls Church,VA,22043,FAIRFAX,4462.6919,98.99408,38.903778,-77.204491,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
67688,Madina Grocery,376 Elden St,,Herndon,VA,20170,FAIRFAX,3092.3896,100,38.967648,-77.374245,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
67797,Showa Baltena,3813B S George Mason Dr,,Falls Church,VA,22041,FAIRFAX,2795.4631,98.99408,38.841732,-77.119225,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
68478,Food Star,5521 Leesburg Pike,,Falls Church,VA,22041,FAIRFAX,6141.1152,96,38.847614,-77.12381,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
70182,Leyu Market,5820 Seminary Rd,Ste E,Falls Church,VA,22041,FAIRFAX,8436.9521,96,38.847382,-77.127777,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
70969,Trader Joe'S 654,14100 Lee Hwy,,Centreville,VA,20120,FAIRFAX,37648.543,100,38.83976,-77.433205,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
72306,Target Store 1893,5115 Leesburg Pike,,Falls Church,VA,22041,FAIRFAX,43770.668,96,38.844955,-77.118111,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
72312,Target Store 1827,14391 Chantilly Crossing Ln,,Chantilly,VA,20151,FAIRFAX,40587316,60,38.888306,-77.453728,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
72593,Harris Teeter 398,735 N Saint Asaph St,,Alexandria,VA,22314,ALEXANDRIA,2895.8062,100,38.812111,-77.044189,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
72814,San Miguel Market,5900 Leesburg Pike,Ste C,Falls Church,VA,22041,FAIRFAX,14702.239,96,38.854431,-77.135574,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
73413,Whole Foods Market 10056,8402 Old Keene Mill Rd,,Springfield,VA,22152,FAIRFAX,40873.172,96,38.779675,-77.235657,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
73477,Yas Bakery & Grocery,137 Church St NW,,Vienna,VA,22180,FAIRFAX,1023.6241,93.633133,38.901493,-77.267754,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
74458,Han Ah Reum Supermarket,8103 Lee Hwy,,Falls Church,VA,22042,FAIRFAX,4559.4453,98.99408,38.874889,-77.224579,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
77659,Great Wall Supermarket Of Va,2982 Gallows Rd,,Falls Church,VA,22042,FAIRFAX,5038.4204,98.99408,38.869751,-77.227341,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
79478,Mom'S Organic Market 3,3831 Mount Vernon Ave,,Alexandria,VA,22305,ALEXANDRIA,1309.6315,100,38.840881,-77.063049,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
79760,Whole Foods Market 10185,1700 Duke St,,Alexandria,VA,22314,ALEXANDRIA,1173.0704,100,38.804234,-77.059547,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
81021,Fair Price,5703 Edsall Rd,Unit C,Alexandria,VA,22304,ALEXANDRIA,4401.0664,100,38.807781,-77.130196,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
81070,La Bodega,6170 Arlington Blvd,,Falls Church,VA,22044,FAIRFAX,5304.7617,98.99408,38.871292,-77.152771,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
81921,Aldi 180,5725 Columbia Pike,,Columbia Pike,VA,22041,FAIRFAX,3243.1006,98.99408,38.851192,-77.127365,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
81995,Americana Grocery Of Va,6128 Columbia Pike,,Falls Church,VA,22041,FAIRFAX,3844.6389,98.99408,38.84449,-77.141571,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
83460,Walmart 2015,13059 Fair Lakes Parkway,,Fairfax,VA,22033,FAIRFAX,19769530,60,38.879673,-77.388077,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
84585,Target 1005,10301 New Guinea Rd,,Fairfax,VA,22032,FAIRFAX,41996.215,99,38.798801,-77.30114,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
84740,Target Stores 1088,12197 Sunset Hills Rd,,Reston,VA,20190,FAIRFAX,68598.781,100,38.954903,-77.370438,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
84925,Harris Teeter 308,2675 Avenir Pl,,Vienna,VA,22180,FAIRFAX,15070035,60,38.896095,-77.256035,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
85205,Safeway 1689,413 Elden St,,Herndon,VA,20170,FAIRFAX,3092.3896,100,38.967484,-77.374352,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
86315,Shoppers Food Warehouse 2384,9409 Lorton Market St,,Lorton,VA,22079,FAIRFAX,3565.9187,100,38.701206,-77.221832,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
89826,The Fresh Market 174,3680 King St,,Alexandria,VA,22302,ALEXANDRIA,6461.4414,100,38.829891,-77.091393,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
89972,La Despensa Grocery Llc,2903 Arlington Dr,,Alexandria,VA,22306,FAIRFAX,4633.8403,98.99408,38.754581,-77.08107,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
90059,El Grande,6901 Hechinger Dr,,Springfield,VA,22151,FAIRFAX,1365.4901,100,38.795444,-77.183022,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
90214,African Grocery And Meat Market,6243 Little River Tpke,,Alexandria,VA,22312,FAIRFAX,2524.4575,100,38.817028,-77.14061,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
90417,Makola International Market,7856 Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,4998.3237,98.99408,38.744026,-77.08429,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
90453,Freshfarm Arlington Courthouse Farmers Market N/A,1425 N Courthouse Rd,,Arlington,VA,22201,ARLINGTON,6058556.5,60,38.887344,-77.098839,Relaxed;Soundex,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
90669,Lidl 1469,2901 Gallows Rd,,Falls Church,VA,22042,FAIRFAX,3922.2073,98.99408,38.872723,-77.226906,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
92237,Lotte Plaza Market,5204 Port Royal Rd,,Springfield,VA,22151,FAIRFAX,19816.316,98.99408,38.810837,-77.221695,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
93174,Harris Teeter 133,4641 Duke St,,Alexandria,VA,22304,ALEXANDRIA,7225.5781,100,38.812088,-77.11097,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
94174,Whole Foods Market 10223,4501 Market Commons Dr,,Fairfax,VA,22033,FAIRFAX,3032.845,98.99408,38.858074,-77.378059,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
95810,Giant Food Store 2744,9400 Fairfax Blvd,,Fairfax,VA,22031,FAIRFAX,2894.7803,100,38.865124,-77.270393,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
96037,Loza Market,10 S Jordan St,,Alexandria,VA,22304,ALEXANDRIA,3166.7708,100,38.811817,-77.109543,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
97864,Harris Teeter 235,4250 Campbell Ave,,Arlington,VA,22206,ARLINGTON,3090.1001,100,38.841587,-77.089912,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
99430,Bestway Supermarket,5695 Telegraph Rd,,Alexandria,VA,22303,FAIRFAX,1350.3375,98.99408,38.79697,-77.081215,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
101344,Super Giant 233,7235 Arlington Blvd,,Falls Church,VA,22042,FAIRFAX,2965.2046,98.99408,38.866283,-77.195114,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
103068,Yemex International Grocery,6130 N Kings Hwy,,Alexandria,VA,22303,FAIRFAX,4467.4443,98.99408,38.785557,-77.077782,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
103662,Shri Krishna Grocery,7106 Brookfield Plz,,Springfield,VA,22150,FAIRFAX,4974.2368,100,38.773838,-77.185272,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
103765,Lidl 1229,6801 Commerce St,,Springfield,VA,22150,FAIRFAX,11739.427,96,38.781834,-77.183487,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
104533,Harris Teeter 85,12960 Woodland Crossing Dr,,Herndon,VA,20171,FAIRFAX,31539968,60,38.925713,-77.403862,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
105293,H Mart,7885 Heritage Dr,,Annandale,VA,22003,FAIRFAX,4787.3853,100,38.825085,-77.213287,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
108652,Harris Teeter 83,900 Army Navy Dr,,Arlington,VA,22202,ARLINGTON,10262343,60,38.86134,-77.05674,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
109945,Giant Food Store 2748,6360 Seven Corners Ctr,,Falls Church,VA,22044,FAIRFAX,28398.047,90.71006,38.869144,-77.152008,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
113912,Chantilly Farmers Market,3640 Centreville Rd,,Chantilly,VA,20151,FAIRFAX,3439.4639,100,38.901257,-77.425301,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
114519,Springfield Farmers Market,6699 Spring Mall Rd,,Springfield,VA,22150,FAIRFAX,19591228,60,38.773579,-77.187019,Relaxed;Soundex,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
115731,"H Mart Burke, Llc",9550 Burke Rd,,Burke,VA,22015,FAIRFAX,1491.8762,100,38.795071,-77.273293,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
117054,B Js Wholesale Club 33,13053 Fair Lakes Shopping Ctr,,Fairfax,VA,22033,FAIRFAX,21741.867,93.37278,38.85614,-77.396095,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
117539,B Js Wholesale Club 46,101 S Van Dorn St,,Alexandria,VA,22304,ALEXANDRIA,3214.8335,100,38.814285,-77.129486,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
118123,New Grandmart,6326 Arlington Blvd,,Falls Church,VA,22044,FAIRFAX,10722.342,96,38.873051,-77.158928,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
118245,Wegmans 49,7905 Hilltop Village Center Drive,,Alexandria,VA,22315,FAIRFAX,14570874,60,38.784481,-77.125198,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
118270,Mediterranean Bakery & Cafe,352 S Pickett St,,Alexandria,VA,22304,ALEXANDRIA,12095.489,100,38.808575,-77.125458,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,,,Unknown times,,,
118960,Adum Tropical Market,8332A Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,3097.1482,98.99408,38.73204,-77.10244,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
119890,Beirut Halal Butcher,3407 Payne St,,Falls Church,VA,22041,FAIRFAX,2319.7312,98.99408,38.853001,-77.132149,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
120388,Nakheel,340 Maple Ave W,,Vienna,VA,22180,FAIRFAX,3240.3376,100,38.89732,-77.270393,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,Misc,,,Unknown times,,,
120442,Al Makkah Mart,14504A Lee Rd,,Chantilly,VA,20151,FAIRFAX,5531.9883,93.633133,38.898857,-77.447754,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
120936,Harris Teeter 302,8200 Crestwood Heights Dr,,McLean,VA,22102,FAIRFAX,10115.849,98.99408,38.930725,-77.227516,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
121338,Amazon Fresh - Alexandria,7005 C Manchester Blvd,,Alexandria,VA,22310,FAIRFAX,4634,98.99408,38.765408,-77.155327,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
125681,Merkato Market Llc,6816 Bland St,,Springfield,VA,22150,FAIRFAX,3887.9902,100,38.780766,-77.184784,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
128053,Food Lion 943,7760 Gunston Plz,,Lorton,VA,22079,FAIRFAX,868.1394,100,38.703766,-77.20945,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
128508,Harris Teeter 262,3600 S Glebe Rd,Suite W100,Arlington,VA,22202,ARLINGTON,724.42035,100,38.842598,-77.052773,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
128834,Lotte Plaza,13955 Metrotech Dr,,Chantilly,VA,20151,FAIRFAX,10659.944,100,38.895927,-77.426613,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
129213,Reston Farmers Market,11401 N Shore Dr,,Reston,VA,20190,FAIRFAX,806.18945,100,38.970116,-77.341118,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
130395,Aldi 69,8100 A-Arlington Blvd,,Merrifield,VA,22042,FAIRFAX,23444.99,93.633133,38.866558,-77.226257,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
131260,Reston Farmers Market,11900 Lawyers Rd,,Reston,VA,20191,FAIRFAX,72140.5,100,38.924255,-77.357773,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
131683,Newgrand Mart 2,6255 Little River Tpke,,Alexandria,VA,22312,FAIRFAX,2524.4575,100,38.817089,-77.140732,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
133028,Shiraz Market,8486 Tyco Rd,Ste G,Vienna,VA,22182,FAIRFAX,164.05302,96,38.93309,-77.238556,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
133354,Aldi 63,4580 Duke St,,Alexandria,VA,22304,ALEXANDRIA,3740.6018,100,38.812042,-77.109352,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
133960,Safeway 1920,7401 Colshire Dr,,MC Lean,VA,22102,FAIRFAX,1436.5636,98.99408,38.922939,-77.202599,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
135887,Rico Supermarket,7849B Richmond Hwy,,Alexandria,VA,22306,FAIRFAX,3157.2456,98.99408,38.747429,-77.082977,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
136113,Jano Mart,4105 Duke St,Ste 101,Alexandria,VA,22304,ALEXANDRIA,2914.8643,100,38.811008,-77.101059,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
136865,Fair Price International Market,720 Grant St,Ste C,Herndon,VA,20170,FAIRFAX,3881.2212,96,38.969318,-77.378563,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
137121,Target Stores 1076,3101 Jefferson Davis Hwy,,Alexandria,VA,22305,ALEXANDRIA,5225.5957,100,38.833416,-77.051239,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
137124,Target Stores 1341,13047 Fair Lakes Shopping Ctr,,Fairfax,VA,22033,FAIRFAX,21741.867,93.37278,38.85619,-77.395309,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
137127,Target Stores 1416,6600 Springfield Mall,,Springfield,VA,22150,FAIRFAX,56974.863,96,38.776688,-77.173492,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
137130,Target Stores 1431,6100 Arlington Blvd,,Falls Church,VA,22044,FAIRFAX,51291.277,96,38.868366,-77.142517,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
